Jogo: Terraria | 🏆 Troféu: Timber!! | 📝 Como platinar: Chop down your first tree.
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Master of Rumors | 📝 Como platinar: Obtain a total of 99 Secrets
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Multifarious | 📝 Como platinar: Win in actual combat while the enemy has 6 or more different Defeat Markers
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Best to Run for Now | 📝 Como platinar: Successfully flee from actual combat
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Your Skill Surpasses Mine | 📝 Como platinar: Concede in actual combat
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Fuyu's Salvation | 📝 Como platinar: Cure the Bewitched
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Crippling Blows | 📝 Como platinar: Maim an enemy's body part in actual combat
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Unbroken Will | 📝 Como platinar: Have one of your own body parts maimed in actual combat
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Severe Poison | 📝 Como platinar: Trigger mixed toxin effects on enemies 9 times in actual combat
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: A Colorful Heart | 📝 Como platinar: Be afflicted with 6 types of toxin at the same time in actual combat
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Surging Qi | 📝 Como platinar: Reach the "Surging" True Qi state in actual combat
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Qi Collapse | 📝 Como platinar: Reach the "Dissipation" True Qi state in actual combat
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: A Chosen Path | 📝 Como platinar: Unlock an Aspiration skill
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Path Fulfilled | 📝 Como platinar: Unlock all skills of an Aspiration
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Master of All Paths | 📝 Como platinar: Unlock all Aspiration skills
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Novice | 📝 Como platinar: Finish studying a Fine Arts book
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Specialization Mastered | 📝 Como platinar: Finish studying all Fine Arts Books in one field
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Master of All Knowledge | 📝 Como platinar: Finish studying all Fine Arts Books
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: I Am the Better One | 📝 Como platinar: Win a debate
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: First Steps | 📝 Como platinar: Finish studying a Martial Arts book
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: True Inheritance | 📝 Como platinar: Finish studying all Martial Arts books of one sect
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Master of All Martial Arts | 📝 Como platinar: Finish studying all Martial Arts books
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Through the Bottleneck | 📝 Como platinar: Achieve a Martial Art Breakthrough
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Pure Deviation | 📝 Como platinar: Enter the "Pure Deviation" state while performing a Breakthrough
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Wordless Mind | 📝 Como platinar: Obtain "Chant of Wordless Mind."
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Fleeting Flare | 📝 Como platinar: Obtain "Collection of Fleeting Flare."
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Thousand Methods | 📝 Como platinar: Obtain "Thousand Method Compendium."
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Volatile Loong Depiction | 📝 Como platinar: Obtain "Volatile Loong Depiction."
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Mind's Eye | 📝 Como platinar: Obtain "Mind's Eye."
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: The Unfettered | 📝 Como platinar: Obtain "Classics of the Unfettered."
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Shadowcraft Marvel | 📝 Como platinar: Obtain "Tome of Shadowcraft Marvel."
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Nameless Sword Scripture | 📝 Como platinar: Obtain "Nameless Swordcraft."
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Lethal Mara | 📝 Como platinar: Obtain "Record of Lethal Mara."
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Sky Divider | 📝 Como platinar: Obtain "Sky Divider."
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: The Primordial | 📝 Como platinar: Obtain "Book of the Primordial."
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Novem-resembler | 📝 Como platinar: Obtain "Novem-resembler."
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Maker of Miracles | 📝 Como platinar: Obtain "Maker of Miracles."
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Celestial Melodist | 📝 Como platinar: Obtain "Celestial Melodist."
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Fourteen Secret Tomes | 📝 Como platinar: Own all Secret Tomes
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Land of Abundance | 📝 Como platinar: Have a Lv.20 common resource point in Taiwu Village
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Myriadcore Jade | 📝 Como platinar: Have a Lv.20 rare resource point in Taiwu Village
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: A Thriving Population | 📝 Como platinar: Have 100 Taiwu Villagers
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Roles Assigned | 📝 Como platinar: Assign a Profession to a Taiwu Villager
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Crows Across the Land | 📝 Como platinar: Collect all chickens
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: A Feast Prepared | 📝 Como platinar: Create any banquet theme
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Feast for All | 📝 Como platinar: Unlock all banquet themes
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Cycle of Life | 📝 Como platinar: Guide a character through reincarnation at the "Reincarnation Platform."
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Samsara of Six Paths | 📝 Como platinar: Upgrade the "Reincarnation Platform" to Lv.6
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Silk Road Revival | 📝 Como platinar: Max out the reputation of the Tea-Horse Caravan
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Forge's Trial | 📝 Como platinar: Craft a piece of tier 1 metal equipment
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Masterwork Craft | 📝 Como platinar: Craft a piece of tier 1 wood equipment
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Woven Splendor | 📝 Como platinar: Craft a piece of tier 1 fabric equipment
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Priceless Jade | 📝 Como platinar: Craft a piece of tier 1 jade equipment
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Perfect Pill | 📝 Como platinar: Craft a tier 1 concoction
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Deadly Poison | 📝 Como platinar: Craft a tier 1 poison
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Imperial Cuisine | 📝 Como platinar: Craft a tier 1 dish
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Routes Unlocked | 📝 Como platinar: Unlock a Way Station
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Paths Across the Land | 📝 Como platinar: Unlock all Way Stations
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Wicked Beggars' Lair | 📝 Como platinar: Complete the encounter "Wicked Beggars' Lair."
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Thieves' Camp | 📝 Como platinar: Complete the encounter "Thieves' Camp."
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Bandits' Stronghold | 📝 Como platinar: Complete the encounter "Bandits' Stronghold."
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Traitors' Hideout | 📝 Como platinar: Complete the encounter "Traitors' Hideout."
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Villains' Valley | 📝 Como platinar: Complete the encounter "Villains' Valley."
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Enthralling Trap | 📝 Como platinar: Complete the encounter "Enthralling Trap."
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Mass Grave | 📝 Como platinar: Complete the encounter "Mass Grave."
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: House of Eccentrics | 📝 Como platinar: Complete the encounter "House of Eccentrics."
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Land of Death | 📝 Como platinar: Complete the encounter "Land of Death."
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Killing Field | 📝 Como platinar: Complete the encounter "Killing Field."
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Pandemonium | 📝 Como platinar: Complete the encounter "Pandemonium."
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Brink of Ruin | 📝 Como platinar: Complete the encounter "Brink of Ruin."
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Hall of Xiake | 📝 Como platinar: Complete the encounter "Hall of Xiake."
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: The Alliance of Vigilantes | 📝 Como platinar: Complete the encounter "Alliance of Vigilantes."
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Outlandish Secret Realm | 📝 Como platinar: Complete the encounter "Outlandish Secret Realm."
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Autumn Chirps | 📝 Como platinar: Catch a cricket
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Chicken Feed | 📝 Como platinar: Catch a "Dullard" cricket
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: A Stunning Chirp | 📝 Como platinar: Catch a Champion Cricket: Unique
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Compendium of Champions | 📝 Como platinar: Catch all Champion Cricket: Unique
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Way of Crickets | 📝 Como platinar: Win a cricket due
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: Bound Tight | 📝 Como platinar: Capture an enemy in real combat
Jogo: The Scroll of Taiwu : Beyond The Dome | 🏆 Troféu: All Forms Are Suffering | 📝 Como platinar: Enter the "Xiangshu Mania" state
Jogo: Red Dead Redemption 2 | 🏆 Troféu: Na Lama Outra Vez | 📝 Como platinar: Conquista Secreta / Sem descrição
Jogo: Red Dead Redemption 2 | 🏆 Troféu: Só um Arranhão | 📝 Como platinar: Conquista Secreta / Sem descrição
Jogo: Red Dead Redemption 2 | 🏆 Troféu: Por uma Grama Mais Verde | 📝 Como platinar: Conquista Secreta / Sem descrição
Jogo: Red Dead Redemption 2 | 🏆 Troféu: Acertando Contas | 📝 Como platinar: Conquista Secreta / Sem descrição
Jogo: Red Dead Redemption 2 | 🏆 Troféu: Dia de Ressaca | 📝 Como platinar: Conquista Secreta / Sem descrição
Jogo: Red Dead Redemption 2 | 🏆 Troféu: Nada de Traidores | 📝 Como platinar: Conquista Secreta / Sem descrição
Jogo: Red Dead Redemption 2 | 🏆 Troféu: Melhor de Três | 📝 Como platinar: Conquista Secreta / Sem descrição
Jogo: Red Dead Redemption 2 | 🏆 Troféu: Redenção | 📝 Como platinar: Conquista Secreta / Sem descrição
Jogo: Red Dead Redemption 2 | 🏆 Troféu: Faroeste Reboco | 📝 Como platinar: Conquista Secreta / Sem descrição
Jogo: Red Dead Redemption 2 | 🏆 Troféu: Verão Sem Fim | 📝 Como platinar: Conquista Secreta / Sem descrição
Jogo: Red Dead Redemption 2 | 🏆 Troféu: Dando uma Mãozinha | 📝 Como platinar: Conclua todas as missões opcionais de Honra do Modo História.
Jogo: Red Dead Redemption 2 | 🏆 Troféu: O Melhor do Oeste | 📝 Como platinar: Atinja 100% de conclusão.
Jogo: Red Dead Redemption 2 | 🏆 Troféu: Corrida do Ouro | 📝 Como platinar: Obtenha 70 Medalhas de Ouro em missões da História.
Jogo: Red Dead Redemption 2 | 🏆 Troféu: Amigo do Peito | 📝 Como platinar: Conclua uma atividade com companheiros em cada acampamento.
Jogo: Red Dead Redemption 2 | 🏆 Troféu: Só Mais uma Rodada | 📝 Como platinar: Jogue todos os minijogos.
Jogo: Red Dead Redemption 2 | 🏆 Troféu: Invasão de Domicílio | 📝 Como platinar: Saqueie a reserva de quatro propriedades.
Jogo: Red Dead Redemption 2 | 🏆 Troféu: Inteligência Artificial | 📝 Como platinar: Descubra o destino de Marko Dragic.
Jogo: Red Dead Redemption 2 | 🏆 Troféu: Roube dos Ricos | 📝 Como platinar: Roube ou saqueie $250.
Jogo: Red Dead Redemption 2 | 🏆 Troféu: Doe aos Pobres | 📝 Como platinar: Doe $250 à caixa de doações da gangue.
Jogo: Red Dead Redemption 2 | 🏆 Troféu: Pagando a Conta | 📝 Como platinar: Gaste $5.000 pelas lojas.
Jogo: Red Dead Redemption 2 | 🏆 Troféu: Personalidade Extrema | 📝 Como platinar: Alcance o nível de Honra máximo ou mínimo.
Jogo: Red Dead Redemption 2 | 🏆 Troféu: Um Estranho no Oeste | 📝 Como platinar: Conclua 10 linhas de missões de pessoas desconhecidas.
Jogo: Red Dead Redemption 2 | 🏆 Troféu: O Queridinho da América | 📝 Como platinar: Sobreviva por 3 dias com uma recompensa de $250 pela sua cabeça em todos os estados.
Jogo: Red Dead Redemption 2 | 🏆 Troféu: Item de Colecionador | 📝 Como platinar: Conclua uma das linhas de colecionáveis.
Jogo: Red Dead Redemption 2 | 🏆 Troféu: Condolências | 📝 Como platinar: Conquista Secreta / Sem descrição
Jogo: Red Dead Redemption 2 | 🏆 Troféu: Garoto de Recados | 📝 Como platinar: Atenda a 5 pedidos de itens de companheiros do acampamento.
Jogo: Red Dead Redemption 2 | 🏆 Troféu: É Arte | 📝 Como platinar: Conquista Secreta / Sem descrição
Jogo: Red Dead Redemption 2 | 🏆 Troféu: Autossuficiente | 📝 Como platinar: Crie 30 itens únicos no Modo História.
Jogo: Red Dead Redemption 2 | 🏆 Troféu: Arrancando o Couro | 📝 Como platinar: Esfole todas as espécies de animais no Modo História.
Jogo: Red Dead Redemption 2 | 🏆 Troféu: Zoólogo | 📝 Como platinar: Estude todos os animais em todos os estados no Modo História.
Jogo: Red Dead Redemption 2 | 🏆 Troféu: Era DESSE Tamanho! | 📝 Como platinar: Apanhe um peixe de pelo menos 16 lb (7,3 kg).
Jogo: Red Dead Redemption 2 | 🏆 Troféu: Aprimorado para Matar | 📝 Como platinar: Aprimore todos os componentes disponíveis para uma única arma curta ou longa.
Jogo: Red Dead Redemption 2 | 🏆 Troféu: Ursopador | 📝 Como platinar: Sobreviva a 18 ataques de ursos e mate-os no Modo História.
Jogo: Red Dead Redemption 2 | 🏆 Troféu: Corcel Fiel | 📝 Como platinar: Alcance o nível de vínculo máximo com um cavalo.
Jogo: Red Dead Redemption 2 | 🏆 Troféu: Fuga | 📝 Como platinar: Red Dead Online: Conclua a Introdução.
Jogo: Red Dead Redemption 2 | 🏆 Troféu: Mestre em Série | 📝 Como platinar: Red Dead Online: Participe de uma Série.
Jogo: Red Dead Redemption 2 | 🏆 Troféu: Pistoleiro de Aluguel | 📝 Como platinar: Red Dead Online: Aceite 10 missões de Modo Livre de personagens pelo mundo.
Jogo: Red Dead Redemption 2 | 🏆 Troféu: Agenda Cheia | 📝 Como platinar: Red Dead Online: Jogue 5 Eventos do Modo Livre.
Jogo: Red Dead Redemption 2 | 🏆 Troféu: Apertem os cintos | 📝 Como platinar: Red Dead Online: Consiga 5 fivelas de ouro.
Jogo: Red Dead Redemption 2 | 🏆 Troféu: O Melhor Que Há | 📝 Como platinar: Red Dead Online: Consiga MVP 3 vezes (em uma rodada com pelo menos 4 jogadores).
Jogo: Red Dead Redemption 2 | 🏆 Troféu: Cavalo para Cada Dia | 📝 Como platinar: Red Dead Online: Tenha 5 cavalos ao mesmo tempo.
Jogo: Red Dead Redemption 2 | 🏆 Troféu: Apenas Começando | 📝 Como platinar: Red Dead Online: Alcance o Nível 10.
Jogo: Red Dead Redemption 2 | 🏆 Troféu: Notório | 📝 Como platinar: Red Dead Online: Alcance o Nível 50.
Jogo: Red Dead Redemption 2 | 🏆 Troféu: Vale Tudo | 📝 Como platinar: Red Dead Online: Interfira com sucesso em uma missão de Modo Livre de um Bando rival.
Jogo: Red Dead Redemption 2 | 🏆 Troféu: Confortos do Lar | 📝 Como platinar: Red Dead Online: Compre 5 melhorias de acampamento.
Jogo: Red Dead Redemption 2 | 🏆 Troféu: Sem Regulação | 📝 Como platinar: Red Dead Online: Crie 25 peças de munição.
Jogo: Red Dead Redemption 2 | 🏆 Troféu: Em Bando | 📝 Como platinar: Red Dead Online: Forme um Bando Permanente.
Jogo: Red Dead Redemption 2 | 🏆 Troféu: Mestre Artesão | 📝 Como platinar: Red Dead Online: Crie 20 itens (exceto munição).
Jogo: Red Dead Redemption 2 | 🏆 Troféu: Em Pedaços | 📝 Como platinar: Red Dead Online: Venda 20 itens ao açougueiro.
Jogo: Red Dead Redemption 2 | 🏆 Troféu: Colheita Perfeita | 📝 Como platinar: Red Dead Online: Colha 25 ervas.
Jogo: Red Dead Redemption 2 | 🏆 Troféu: Unidos Venceremos | 📝 Como platinar: Red Dead Online: Conclua uma missão de Modo Livre em um Bando com pelo menos 2 membros.
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Eu sou um GPS | 📝 Como platinar: Descubra pelo menos 20.000 km de estradas
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Descobridor | 📝 Como platinar: Descubra pelo menos 40.000 km de estradas
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Piuíííí-Piuíííí | 📝 Como platinar: Use o trem para atravessar o canal
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Sardinha | 📝 Como platinar: Use uma balsa
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Caçador de Talentos | 📝 Como platinar: Descubra pelo menos 40 agências de recrutamento
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Ancorado com Sucesso | 📝 Como platinar: Use pelo menos 5 portos no jogo (inclui portos marítimos, fluviais e ferroviários)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Do Conforto da Sua Casa | 📝 Como platinar: Compre um caminhão online
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Meu Precioso | 📝 Como platinar: Projete e aplique ao seu caminhão uma pintura metalizada multi-cor personalizada
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Test Drive Limited | 📝 Como platinar: Dirija 999 km em trabalhos com pelo menos 5 marcas de caminhões, apenas os caminhões próprios contam
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Em Cima da Hora! | 📝 Como platinar: Pegue uma entrega urgente com uma distância mínima de 550 km e complete-a com menos de 30 minutos restantes
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Caminhoneiro Continental | 📝 Como platinar: Complete uma entrega com mais de 2000km
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Trabalhador Confiável | 📝 Como platinar: Faça trabalhos para pelo menos 15 empresas diferentes no jogo
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Caçador de Lucros | 📝 Como platinar: Complete um trabalho que receba mais de €130.000 com pelo menos 2200 km
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: A Experiência Supera Tudo! | 📝 Como platinar: Realize entregas de: Máquinas, ADR, Contêiner, Refrigerado, Líquida, Frágil, Construção e Graneleira
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: O Trabalho só Vale a Pena se for Bem Feito! | 📝 Como platinar: Complete uma entrega perfeita (sem danos, sem multas, sem atrasos) com pelo menos 1000km
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Entusiasta | 📝 Como platinar: Complete 5 entregas em sequência, sem atrasos, sem danos à carga e sem usar o estacionamento automático
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Os Amigos estão Sempre Aqui para lhe Ajudar | 📝 Como platinar: Use o estacionamento automático
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Tudo é Possível | 📝 Como platinar: Pegue e complete entregas com pelo menos 30 cargas diferentes
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Minimaximizador | 📝 Como platinar: Ganhe 20.000 XP por vários trabalhos consecutivos cujo total de distância seja inferior a 10.000 km
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Querida, Cheguei | 📝 Como platinar: Use a viagem rápida para retornar à sua sede
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Empresa Nacional | 📝 Como platinar: Tenha pelo menos uma garagem grande no país da sua sede
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Magnata das Garagens | 📝 Como platinar: Tenha pelo menos 30 garagens
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Trabalhando com a Elite | 📝 Como platinar: Conquiste 100% de produtividade em pelo menos 5 garagens grandes ao mesmo tempo
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Nadando no Sucesso | 📝 Como platinar: Alcance um lucro médio diário de €450.000
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Otimizador de Rendimentos | 📝 Como platinar: Atinja pelo menos 75% de média de produtividade das garagens em 10 garagens grandes de sua empresa
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Aspectos do Profissionalismo | 📝 Como platinar: Tenha pelo menos 10 mulheres e 10 homens no nível máximo empregados em sua empresa
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Zzzzz | 📝 Como platinar: Use uma parada de descanso
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Diesel, Nada de Gasolina! | 📝 Como platinar: Use um posto de combustível
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Amante Volvo Trucks | 📝 Como platinar: Entregue um carregamento de caminhão diretamente da fábrica da Volvo Trucks (requer a DLC Scandinavia)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Amante Scania Trucks | 📝 Como platinar: Entregue um carregamento de caminhão diretamente da fábrica da Scania (requer a DLC Scandinavia)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Marinheiro | 📝 Como platinar: Entregue iates para todas as marinas da Escandinávia (requer as DLCs Scandinavia e High Power Cargo)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Aconteça o que Acontecer, Seu Barco Flutua | 📝 Como platinar: Entregue carga em pelo menos 1 porto de contêineres na Scandinavia (requer a DLC Scandinavia)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Transportador de Gado | 📝 Como platinar: Conclua uma entrega de gado para qualquer empresa na DLC Scandinavia (requer a DLC Scandinavia)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Turista | 📝 Como platinar: Descubra pelo menos 15 cidades da DLC Scandinavia (requer a DLC Scandinavia)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Mineiro | 📝 Como platinar: Entregue cargas em pelo menos 3 pedreiras na DLC Scandinavia (requer a DLC Scandinavia)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Aquafobia | 📝 Como platinar: Viaje pela Ponte do Øresund entre Copenhague e Malmö (requer a DLC Scandinavia)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Bon Voyage! | 📝 Como platinar: Descubra pelo menos 20 cidades da França (requer a DLC Vive la France !)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Tour pelos Pontos Turísticos | 📝 Como platinar: Descubra os seguintes pontos turísticos da França: Carcassonne, Brotonne Bridge, Tiger Tank, Peyrat-le-Château, Château de Ventadour, Château d'Ussé (requer a DLC Vive la France !)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Vai Nuclear! | 📝 Como platinar: Entregue cargas em pelo menos 3 plantas nucleares na França (requer a DLC Vive la France !)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Check in, Check out | 📝 Como platinar: Entregue cargas em pelo menos 3 terminais de carga na França (requer a DLC Vive la France !)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Deixa o Diesel Me Levar! | 📝 Como platinar: Entregue diesel, GLP ou gasolina em pelo menos 3 postos de combustíveis na França (requer a DLC Vive la France !)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: É Hora de Carga Pesada | 📝 Como platinar: Entregue sua primeira carga da DLC Heavy Cargo (requer a DLC Heavy Cargo Pack)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Mantenha a Calma e Pegue Pesado | 📝 Como platinar: Faça 3 entregas perfeitas (sem danos, multas, atrasos) consecutivas com cargas do Heavy Cargo Pack (requer a DLC Heavy Cargo Pack)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Pode Apostar que Eu Consigo Estacionar! | 📝 Como platinar: Ganhe 1.000 XP estacionando em entregas da Heavy Cargo Pack (requer a DLC Heavy Cargo Pack)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: No Pain No Gain | 📝 Como platinar: Entregue um total de 250 toneladas de carga em 5 trabalhos consecutivos (requer a DLC Heavy Cargo Pack)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Eu Pensei que isso era Pesado!? | 📝 Como platinar: Complete uma entrega de pelo menos 8 cargas diferentes do Heavy Cargo Pack (requer a DLC Heavy Cargo Pack)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Imperador | 📝 Como platinar: Descubra pelo menos 15 cidades da Itália (requer a DLC Italia)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Siciliano de Verdade | 📝 Como platinar: Compre uma garagem em pelo menos 2 cidades da Sicília (requer a DLC Italia)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Capitão | 📝 Como platinar: Entregue carga em pelo menos 1 estaleiro italiano (requer a DLC Italia)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Olha a Lava | 📝 Como platinar: Visite os vulcões Etna e Vesúvio (requer a DLC Italia)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Todos os Caminhos Levam a Roma | 📝 Como platinar: Entre em Roma por pelo menos 3 vias de acesso (requer a DLC Italia)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Michelangelo | 📝 Como platinar: Complete uma entrega saindo da pedreira de Carrara (requer a DLC Italia)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Tamanho Importa | 📝 Como platinar: Entregue sua primeira carga de grandes dimensões (requer a DLC Special Transport)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Quanto Maior, Melhor | 📝 Como platinar: Complete pelo menos 10 entregas exclusivas de cargas de grandes dimensões (requer a DLC Special Transport)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Motorista Excepcional | 📝 Como platinar: Complete pelo menos 10 entregas de cargas de grandes dimensões no mapa base do jogo (requer a DLC Special Transport)
